osm_id,place,plz,landkreis,bundesland,nuts3,nuts2,nuts1
902672,Alzey,55232,Landkreis Alzey-Worms,Rheinland-Pfalz,DEB33,DEB3,DEB
62772,Amberg,92224,,Bayern,#NV,#NV,#NV
958187,Amberg,86854,Landkreis Unterallgäu,Bayern,DEB33,DEB3,DEB
1846190,Amelinghausen,21385,Landkreis Lüneburg,Niedersachsen,DEB33,DEB3,DEB
2156163,Amerang,83123,Landkreis Rosenheim,Bayern,DEB33,DEB3,DEB
962454,Amerdingen,86735,Landkreis Donau-Ries,Bayern,DEB33,DEB3,DEB
9206494,Am Ettersberg,99439,Landkreis Weimarer Land,Thüringen,DEB33,DEB3,DEB
1286625,Am Großen Bruch,39393,Landkreis Börde,Sachsen-Anhalt,DEB33,DEB3,DEB
1171847,Ammeldingen an der Our,54675,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
1171880,Ammeldingen bei Neuerburg,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
176780,Am Mellensee,15838,Landkreis Teltow-Fläming,Brandenburg,DEB33,DEB3,DEB
2778907,Ammerbuch,72119,Landkreis Tübingen,Baden-Württemberg,DEB33,DEB3,DEB
1016395,Ammerndorf,90614,Landkreis Fürth,Bayern,DEB33,DEB3,DEB
312038,Ammersbek,22949,Kreis Stormarn,Schleswig-Holstein,DEA14,DEA1,DEA
1028553,Ammerthal,92260,Landkreis Amberg-Sulzbach,Bayern,DEB33,DEB3,DEB
2799906,Am Ohmberg,37345,Landkreis Eichsfeld,Thüringen,DEB33,DEB3,DEB
225501,Amöneburg,35287,Landkreis Marburg-Biedenkopf,Hessen,DEB33,DEB3,DEB
393471,Amorbach,63916,Landkreis Miltenberg,Bayern,DEB33,DEB3,DEB
941001,Ampfing,84539,Landkreis Mühldorf am Inn,Bayern,DEB33,DEB3,DEB
394330,Am Salzhaff,18233,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
2770608,Amstetten,73340,Alb-Donau-Kreis,Baden-Württemberg,DE145,DE14,DE1
1851834,Amt Neuhaus,19273,Landkreis Lüneburg,Niedersachsen,DEB33,DEB3,DEB
422409,Amtsberg,9439,Erzgebirgskreis,Sachsen,DED42,DED4,DED
2666038,Amt Wachsenburg,99334,Ilm-Kreis,Thüringen,DEG0F,DEG0,DEG
2808296,Amtzell,88279,Landkreis Ravensburg,Baden-Württemberg,DEB33,DEB3,DEB
932296,Andechs,82346,Landkreis Starnberg,Bayern,DEB33,DEB3,DEB
1079012,Anderlingen,27446,Landkreis Rotenburg (Wümme),Niedersachsen,DEB33,DEB3,DEB
541666,Andernach,56626,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
2402486,An der Poststraße,6647,Burgenlandkreis,Sachsen-Anhalt,DEE08,DEE0,DEE
9205121,An der Schmücke,6556,Kyffhäuserkreis,Thüringen,DEG0A,DEG0,DEG
9205121,An der Schmücke,6577,Kyffhäuserkreis,Thüringen,DEG0A,DEG0,DEG
9205121,An der Schmücke,6578,Kyffhäuserkreis,Thüringen,DEG0A,DEG0,DEG
2006684,Andervenne,49832,Landkreis Emsland,Niedersachsen,DEB33,DEB3,DEB
2411239,Andisleben,99189,Landkreis Sömmerda,Thüringen,DEB33,DEB3,DEB
453373,Angelbachtal,74918,Rhein-Neckar-Kreis,Baden-Württemberg,DE128,DE12,DE1
225487,Angelburg,35719,Landkreis Marburg-Biedenkopf,Hessen,DEB33,DEB3,DEB
396220,Angelroda,99338,Ilm-Kreis,Thüringen,DEG0F,DEG0,DEG
941791,Anger,83454,Landkreis Berchtesgadener Land,Bayern,DEB33,DEB3,DEB
1334084,Angermünde,16278,Landkreis Uckermark,Brandenburg,DEB33,DEB3,DEB
1286657,Angern,39326,Landkreis Börde,Sachsen-Anhalt,DEB33,DEB3,DEB
1286657,Angern,39517,Landkreis Börde,Sachsen-Anhalt,DEB33,DEB3,DEB
444701,Anhausen,56584,Landkreis Neuwied,Rheinland-Pfalz,DEB33,DEB3,DEB
1424417,Ankershagen,17219,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1432550,Anklam,17389,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1817198,Ankum,49577,Landkreis Osnabrück,Niedersachsen,DEB33,DEB3,DEB
536625,Annaberg-Buchholz,9456,Erzgebirgskreis,Sachsen,DED42,DED4,DED
2283775,Annaburg,6925,Landkreis Wittenberg,Sachsen-Anhalt,DEB33,DEB3,DEB
1252764,Annweiler am Trifels,76855,Landkreis Südliche Weinstraße,Rheinland-Pfalz,DEB33,DEB3,DEB
153400,Anröchte,59609,Kreis Soest,Nordrhein-Westfalen,DEA14,DEA1,DEA
2896623,Anrode,99976,Unstrut-Hainich-Kreis,Thüringen,DEG09,DEG0,DEG
62654,Ansbach,91522,,Bayern,#NV,#NV,#NV
548034,Anschau,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
936943,Antdorf,82387,Landkreis Weilheim-Schongau,Bayern,DEB33,DEB3,DEB
418326,Antrifttal,36326,Vogelsbergkreis,Hessen,DE725,DE72,DE7
1060412,Antweiler,53533,Landkreis Ahrweiler,Rheinland-Pfalz,DEB33,DEB3,DEB
929824,Anzing,85646,Landkreis Ebersberg,Bayern,DEB33,DEB3,DEB
1176599,Apelern,31552,Landkreis Schaumburg,Niedersachsen,DEB33,DEB3,DEB
1187347,Apen,26689,Landkreis Ammerland,Niedersachsen,DEB33,DEB3,DEB
1285614,Apenburg-Winterfeld,38486,Altmarkkreis Salzwedel,Sachsen-Anhalt,DEE04,DEE0,DEE
446434,Apensen,21641,Landkreis Stade,Niedersachsen,DEB33,DEB3,DEB
932427,Apfeldorf,86974,Landkreis Landsberg am Lech,Bayern,DEB33,DEB3,DEB
957119,Apfeltrach,87742,Landkreis Unterallgäu,Bayern,DEB33,DEB3,DEB
2856439,Apolda,99510,Landkreis Weimarer Land,Thüringen,DEB33,DEB3,DEB
278581,Appel,21279,Landkreis Harburg,Niedersachsen,DEB33,DEB3,DEB
443484,Appen,25482,Kreis Pinneberg,Schleswig-Holstein,DEA14,DEA1,DEA
1245804,Appenheim,55437,Landkreis Mainz-Bingen,Rheinland-Pfalz,DEB33,DEB3,DEB
452982,Appenweier,77767,Ortenaukreis,Baden-Württemberg,DE134,DE13,DE1
1075157,Arbach,56769,Landkreis Vulkaneifel,Rheinland-Pfalz,DEB33,DEB3,DEB
534392,Arberg,91722,Landkreis Ansbach,Bayern,DEB33,DEB3,DEB
1060418,Aremberg,53533,Landkreis Ahrweiler,Rheinland-Pfalz,DEB33,DEB3,DEB
1285588,Arendsee (Altmark),39619,Altmarkkreis Salzwedel,Sachsen-Anhalt,DEE04,DEE0,DEE
1259126,Arenrath,54518,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,DEB33,DEB3,DEB
2395853,Arenshausen,37318,Landkreis Eichsfeld,Thüringen,DEB33,DEB3,DEB
943712,Aresing,86561,Landkreis Neuburg-Schrobenhausen,Bayern,DEB33,DEB3,DEB
548036,Arft,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
2806737,Argenbühl,88260,Landkreis Ravensburg,Baden-Württemberg,DEB33,DEB3,DEB
1244212,Argenschwang,55595,Landkreis Bad Kreuznach,Rheinland-Pfalz,DEB33,DEB3,DEB
1241484,Argenthal,55496,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,DEB1D,DEB1,DEB
2011073,Arholzen,37627,Landkreis Holzminden,Niedersachsen,DEB33,DEB3,DEB
423046,Arkebek,25767,Kreis Dithmarschen,Schleswig-Holstein,DEA14,DEA1,DEA
1405506,Arlewatt,25860,Kreis Nordfriesland,Schleswig-Holstein,DEA14,DEA1,DEA
1248409,Armsheim,55288,Landkreis Alzey-Worms,Rheinland-Pfalz,DEB33,DEB3,DEB
423191,Armstedt,24616,Kreis Segeberg,Schleswig-Holstein,DEA14,DEA1,DEA
1527157,Armstorf,21769,Landkreis Cuxhaven,Niedersachsen,DEB33,DEB3,DEB
959155,Arnbruck,93471,Landkreis Regen,Bayern,DEB33,DEB3,DEB
1284740,Arneburg,39596,Landkreis Stendal,Sachsen-Anhalt,DEB33,DEB3,DEB
1145353,Arnis,24399,Kreis Schleswig-Flensburg,Schleswig-Holstein,DEA14,DEA1,DEA
157396,Arnsberg,59755,Hochsauerlandkreis,Nordrhein-Westfalen,DEA57,DEA5,DEA
157396,Arnsberg,59757,Hochsauerlandkreis,Nordrhein-Westfalen,DEA57,DEA5,DEA
157396,Arnsberg,59759,Hochsauerlandkreis,Nordrhein-Westfalen,DEA57,DEA5,DEA
157396,Arnsberg,59821,Hochsauerlandkreis,Nordrhein-Westfalen,DEA57,DEA5,DEA
157396,Arnsberg,59823,Hochsauerlandkreis,Nordrhein-Westfalen,DEA57,DEA5,DEA
959922,Arnschwang,93473,Landkreis Cham,Bayern,DEB33,DEB3,DEB
1307625,Arnsdorf,1477,Landkreis Bautzen,Sachsen,DEB33,DEB3,DEB
534472,Arnshöfen,56244,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
393582,Arnstadt,99310,Ilm-Kreis,Thüringen,DEG0F,DEG0,DEG
336476,Arnstein,97450,Landkreis Main-Spessart,Bayern,DEB33,DEB3,DEB
2408603,Arnstein,6456,Landkreis Mansfeld-Südharz,Sachsen-Anhalt,DEB33,DEB3,DEB
957058,Arnstorf,94424,Landkreis Rottal-Inn,Bayern,DEB33,DEB3,DEB
553601,Arpsdorf,24634,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
959919,Arrach,93474,Landkreis Cham,Bayern,DEB33,DEB3,DEB
2387266,Artern,6556,Kyffhäuserkreis,Thüringen,DEG0A,DEG0,DEG
1388559,Artlenburg,21380,Landkreis Lüneburg,Niedersachsen,DEB33,DEB3,DEB
535686,Arzbach,56337,Rhein-Lahn-Kreis,Rheinland-Pfalz,DEB1A,DEB1,DEB
534446,Arzberg,4886,Landkreis Nordsachsen,Sachsen,DEB33,DEB3,DEB
1022878,Arzberg,95659,Landkreis Wunsiedel im Fichtelgebirge,Bayern,DEB33,DEB3,DEB
1113734,Arzfeld,54687,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
443469,Asbach,53567,Landkreis Neuwied,Rheinland-Pfalz,DEB33,DEB3,DEB
1245096,Asbach,55758,Landkreis Birkenfeld,Rheinland-Pfalz,DEB33,DEB3,DEB
562971,Asbach-Bäumenheim,86663,Landkreis Donau-Ries,Bayern,DEB33,DEB3,DEB
2813820,Asbach-Sickenberg,37318,Landkreis Eichsfeld,Thüringen,DEB33,DEB3,DEB
959656,Ascha,94347,Landkreis Straubing-Bogen,Bayern,DEB33,DEB3,DEB
62532,Aschaffenburg,63739,,Bayern,#NV,#NV,#NV
62532,Aschaffenburg,63741,,Bayern,#NV,#NV,#NV
62532,Aschaffenburg,63743,,Bayern,#NV,#NV,#NV
941055,Aschau am Inn,84544,Landkreis Mühldorf am Inn,Bayern,DEB33,DEB3,DEB
2186909,Aschau im Chiemgau,83229,Landkreis Rosenheim,Bayern,DEB33,DEB3,DEB
1246671,Aschbach,67753,Landkreis Kusel,Rheinland-Pfalz,DEB33,DEB3,DEB
157717,Ascheberg,59387,Kreis Coesfeld,Nordrhein-Westfalen,DEA14,DEA1,DEA
310405,Ascheberg,24326,Kreis Plön,Schleswig-Holstein,DEA14,DEA1,DEA
548614,Ascheffel,24358,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
79801,Aschersleben,6449,Salzlandkreis,Sachsen-Anhalt,DEE0C,DEE0,DEE
2168238,Aschheim,85609,Landkreis München,Bayern,DEB33,DEB3,DEB
306573,Asendorf,21271,Landkreis Harburg,Niedersachsen,DEB33,DEB3,DEB
1461193,Asendorf,27330,Landkreis Diepholz,Niedersachsen,DEB33,DEB3,DEB
400932,Aspach,71546,Rems-Murr-Kreis,Baden-Württemberg,DE116,DE11,DE1
405809,Asperg,71679,Landkreis Ludwigsburg,Baden-Württemberg,DEB33,DEB3,DEB
1239627,Aspisheim,55459,Landkreis Mainz-Bingen,Rheinland-Pfalz,DEB33,DEB3,DEB
402686,Assamstadt,97959,Main-Tauber-Kreis,Baden-Württemberg,DE11B,DE11,DE1
2791715,Asselfingen,89176,Alb-Donau-Kreis,Baden-Württemberg,DE145,DE14,DE1
215977,Aßlar,35614,Lahn-Dill-Kreis,Hessen,DE722,DE72,DE7
929921,Aßling,85617,Landkreis Ebersberg,Bayern,DEB33,DEB3,DEB
453151,Astert,57627,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
163178,Attendorn,57439,Kreis Olpe,Nordrhein-Westfalen,DEA14,DEA1,DEA
540056,Attenhausen,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz,DEB1A,DEB1,DEB
956663,Attenhofen,84091,Landkreis Kelheim,Bayern,DEB33,DEB3,DEB
29830,Attenkirchen,85395,Landkreis Freising,Bayern,DEB33,DEB3,DEB
2801345,Attenweiler,88448,Landkreis Biberach,Baden-Württemberg,DEB33,DEB3,DEB
959671,Atting,94348,Landkreis Straubing-Bogen,Bayern,DEB33,DEB3,DEB
453152,Atzelgift,57629,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
1946230,Au,79280,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg,DEB33,DEB3,DEB
907190,Au am Rhein,76474,Landkreis Rastatt,Baden-Württemberg,DEB33,DEB3,DEB
162693,Aub,97239,Landkreis Würzburg,Bayern,DEB33,DEB3,DEB
387526,Aubstadt,97633,Landkreis Rhön-Grabfeld,Bayern,DEB33,DEB3,DEB
1269806,Auderath,56766,Landkreis Cochem-Zell,Rheinland-Pfalz,DEB33,DEB3,DEB
9301683,Aue-Bad Schlema,8280,Erzgebirgskreis,Sachsen,DED42,DED4,DED
9301683,Aue-Bad Schlema,8301,Erzgebirgskreis,Sachsen,DED42,DED4,DED
539909,Auel,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz,DEB1A,DEB1,DEB
1244153,Auen,55569,Landkreis Bad Kreuznach,Rheinland-Pfalz,DEB33,DEB3,DEB
1263898,Auengrund,98673,Landkreis Hildburghausen,Thüringen,DEB33,DEB3,DEB
400935,Auenwald,71549,Rems-Murr-Kreis,Baden-Württemberg,DE116,DE11,DE1
536016,Auerbach,9392,Erzgebirgskreis,Sachsen,DED42,DED4,DED
959825,Auerbach,94530,Landkreis Deggendorf,Bayern,DEB33,DEB3,DEB
1028547,Auerbach in der Oberpfalz,91275,Landkreis Amberg-Sulzbach,Bayern,DEB33,DEB3,DEB
444398,Auerbach/Vogtland,8209,Vogtlandkreis,Sachsen,DED44,DED4,DED
1169353,Auetal,31749,Landkreis Schaumburg,Niedersachsen,DEB33,DEB3,DEB
966625,Aufhausen,93089,Landkreis Regensburg,Bayern,DEB33,DEB3,DEB
1070999,Aufseß,91347,Landkreis Bayreuth,Bayern,DEB33,DEB3,DEB
1965078,Auggen,79424,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg,DEB33,DEB3,DEB
62407,Augsburg,86150,,Bayern,#NV,#NV,#NV
62407,Augsburg,86152,,Bayern,#NV,#NV,#NV
62407,Augsburg,86153,,Bayern,#NV,#NV,#NV
62407,Augsburg,86154,,Bayern,#NV,#NV,#NV
62407,Augsburg,86156,,Bayern,#NV,#NV,#NV
62407,Augsburg,86157,,Bayern,#NV,#NV,#NV
62407,Augsburg,86159,,Bayern,#NV,#NV,#NV
62407,Augsburg,86161,,Bayern,#NV,#NV,#NV
62407,Augsburg,86163,,Bayern,#NV,#NV,#NV
62407,Augsburg,86165,,Bayern,#NV,#NV,#NV
62407,Augsburg,86167,,Bayern,#NV,#NV,#NV
62407,Augsburg,86169,,Bayern,#NV,#NV,#NV
62407,Augsburg,86179,,Bayern,#NV,#NV,#NV
62407,Augsburg,86199,,Bayern,#NV,#NV,#NV
142752,Augustdorf,32832,Kreis Lippe,Nordrhein-Westfalen,DEA14,DEA1,DEA
378773,Augustusburg,9573,Landkreis Mittelsachsen,Sachsen,DEB33,DEB3,DEB
1182471,Auhagen,31553,Landkreis Schaumburg,Niedersachsen,DEB33,DEB3,DEB
962601,Auhausen,86736,Landkreis Donau-Ries,Bayern,DEB33,DEB3,DEB
29823,Au in der Hallertau,84072,Landkreis Freising,Bayern,DEB33,DEB3,DEB
556088,Aukrug,24613,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
2808122,Aulendorf,88326,Landkreis Ravensburg,Baden-Württemberg,DEB33,DEB3,DEB
537134,Aull,65582,Rhein-Lahn-Kreis,Rheinland-Pfalz,DEB1A,DEB1,DEB
2783122,Auma-Weidatal,7955,Landkreis Greiz,Thüringen,DEB33,DEB3,DEB
324694,Aumühle,21521,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
383696,Aura a.d.Saale,97717,Landkreis Bad Kissingen,Bayern,DEB33,DEB3,DEB
534187,Aurach,91589,Landkreis Ansbach,Bayern,DEB33,DEB3,DEB
1016525,Aurachtal,91086,Landkreis Erlangen-Höchstadt,Bayern,DEB33,DEB3,DEB
349932,Aura im Sinngrund,97773,Landkreis Main-Spessart,Bayern,DEB33,DEB3,DEB
898628,Aurich,26603,Landkreis Aurich,Niedersachsen,DEB33,DEB3,DEB
898628,Aurich,26605,Landkreis Aurich,Niedersachsen,DEB33,DEB3,DEB
898628,Aurich,26607,Landkreis Aurich,Niedersachsen,DEB33,DEB3,DEB
1149284,Ausacker,24975,Kreis Schleswig-Flensburg,Schleswig-Holstein,DEA14,DEA1,DEA
1286666,Ausleben,39393,Landkreis Börde,Sachsen-Anhalt,DEB33,DEB3,DEB
959813,Außernzell,94532,Landkreis Deggendorf,Bayern,DEB33,DEB3,DEB
450514,Auufer,25548,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
1162782,Auw an der Kyll,54664,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
1108037,Auw bei Prüm,54597,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
1418654,Aventoft,25927,Kreis Nordfriesland,Schleswig-Holstein,DEA14,DEA1,DEA
938073,Averlak,25715,Kreis Dithmarschen,Schleswig-Holstein,DEA14,DEA1,DEA
904552,Axstedt,27729,Landkreis Osterholz,Niedersachsen,DEB33,DEB3,DEB
539953,Aying,85653,Landkreis München,Bayern,DEB33,DEB3,DEB
1256023,Ayl,54441,Landkreis Trier-Saarburg,Rheinland-Pfalz,DEB33,DEB3,DEB
443333,Aystetten,86482,Landkreis Augsburg,Bayern,DEB33,DEB3,DEB
1437797,Baabe,18586,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
161965,Baar,86674,Landkreis Aichach-Friedberg,Bayern,DEB33,DEB3,DEB
548035,Baar,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
387301,Baar-Ebenhausen,85107,Landkreis Pfaffenhofen an der Ilm,Bayern,DEB33,DEB3,DEB
452387,Babenhausen,64832,Landkreis Darmstadt-Dieburg,Hessen,DEB33,DEB3,DEB
958621,Babenhausen,87727,Landkreis Unterallgäu,Bayern,DEB33,DEB3,DEB
2186910,Babensham,83547,Landkreis Rosenheim,Bayern,DEB33,DEB3,DEB
966624,Bach an der Donau,93090,Landkreis Regensburg,Bayern,DEB33,DEB3,DEB
1239652,Bacharach,55422,Landkreis Mainz-Bingen,Rheinland-Pfalz,DEB33,DEB3,DEB
418891,Bachenberg,57610,Landkreis Altenkirchen,Rheinland-Pfalz,DEB33,DEB3,DEB
1273185,Bachfeld,96528,Landkreis Sonneberg,Thüringen,DEB33,DEB3,DEB
955236,Bachhagel,89429,Landkreis Dillingen an der Donau,Bayern,DEB33,DEB3,DEB
956749,Bächingen a.d.Brenz,89431,Landkreis Dillingen an der Donau,Bayern,DEB33,DEB3,DEB
165637,Backnang,71522,Rems-Murr-Kreis,Baden-Württemberg,DE116,DE11,DE1
956650,Bad Abbach,93077,Landkreis Kelheim,Bayern,DEB33,DEB3,DEB
2186911,Bad Aibling,83043,Landkreis Rosenheim,Bayern,DEB33,DEB3,DEB
1022866,Bad Alexandersbad,95680,Landkreis Wunsiedel im Fichtelgebirge,Bayern,DEB33,DEB3,DEB
162356,Bad Arolsen,34454,Landkreis Waldeck-Frankenberg,Hessen,DEB33,DEB3,DEB
937778,Bad Bayersoien,82435,Landkreis Garmisch-Partenkirchen,Bayern,DEB33,DEB3,DEB
1130288,Bad Bellingen,79415,Landkreis Lörrach,Baden-Württemberg,DEB33,DEB3,DEB
540424,Bad Belzig,14806,Landkreis Potsdam-Mittelmark,Brandenburg,DEB33,DEB3,DEB
1272230,Bad Bentheim,48455,Landkreis Grafschaft Bentheim,Niedersachsen,DEB33,DEB3,DEB
1817279,Badbergen,49635,Landkreis Osnabrück,Niedersachsen,DEB33,DEB3,DEB
1252824,Bad Bergzabern,76887,Landkreis Südliche Weinstraße,Rheinland-Pfalz,DEB33,DEB3,DEB
2856985,Bad Berka,99438,Landkreis Weimarer Land,Thüringen,DEB33,DEB3,DEB
1891507,Bad Berleburg,57319,Kreis Siegen-Wittgenstein,Nordrhein-Westfalen,DEA14,DEA1,DEA
1070989,Bad Berneck im Fichtelgebirge,95460,Landkreis Bayreuth,Bayern,DEB33,DEB3,DEB
1269808,Bad Bertrich,56864,Landkreis Cochem-Zell,Rheinland-Pfalz,DEB33,DEB3,DEB
1460241,Bad Bevensen,29549,Landkreis Uelzen,Niedersachsen,DEB33,DEB3,DEB
2402429,Bad Bibra,6647,Burgenlandkreis,Sachsen-Anhalt,DEE08,DEE0,DEE
957047,Bad Birnbach,84364,Landkreis Rottal-Inn,Bayern,DEB33,DEB3,DEB
1273350,Bad Blankenburg,7422,Landkreis Saalfeld-Rudolstadt,Thüringen,DEB33,DEB3,DEB
383699,Bad Bocklet,97708,Landkreis Bad Kissingen,Bayern,DEB33,DEB3,DEB
1250039,Bad Bodenteich,29389,Landkreis Uelzen,Niedersachsen,DEB33,DEB3,DEB
2792631,Bad Boll,73087,Landkreis Göppingen,Baden-Württemberg,DEB33,DEB3,DEB
443526,Bad Brambach,8648,Vogtlandkreis,Sachsen,DED44,DED4,DED
423223,Bad Bramstedt,24576,Kreis Segeberg,Schleswig-Holstein,DEA14,DEA1,DEA
1022829,Bad Breisig,53498,Landkreis Ahrweiler,Rheinland-Pfalz,DEB33,DEB3,DEB
384270,Bad Brückenau,97769,Landkreis Bad Kissingen,Bayern,DEB33,DEB3,DEB
2801316,Bad Buchau,88422,Landkreis Biberach,Baden-Württemberg,DEB33,DEB3,DEB
324314,Bad Camberg,65520,Landkreis Limburg-Weilburg,Hessen,DEB33,DEB3,DEB
1432674,Baddeckenstedt,38271,Landkreis Wolfenbüttel,Niedersachsen,DEB33,DEB3,DEB
2772178,Bad Ditzenbach,73312,Landkreis Göppingen,Baden-Württemberg,DEB33,DEB3,DEB
2772178,Bad Ditzenbach,73342,Landkreis Göppingen,Baden-Württemberg,DEB33,DEB3,DEB
2772178,Bad Ditzenbach,73345,Landkreis Göppingen,Baden-Württemberg,DEB33,DEB3,DEB
394348,Bad Doberan,18209,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
148591,Bad Driburg,33014,Kreis Höxter,Nordrhein-Westfalen,DEA14,DEA1,DEA
445993,Bad Düben,4849,Landkreis Nordsachsen,Sachsen,DEB33,DEB3,DEB
907045,Bad Dürkheim,67098,Landkreis Bad Dürkheim,Rheinland-Pfalz,DEB33,DEB3,DEB
2405940,Bad Dürrenberg,6231,Saalekreis,Sachsen-Anhalt,DEE0B,DEE0,DEE
1242133,Bad Dürrheim,78073,Schwarzwald-Baar-Kreis,Baden-Württemberg,DE136,DE13,DE1
1182505,Bad Eilsen,31707,Landkreis Schaumburg,Niedersachsen,DEB33,DEB3,DEB
443527,Bad Elster,8645,Vogtlandkreis,Sachsen,DED44,DED4,DED
1140558,Badem,54657,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
535689,Bad Ems,56130,Rhein-Lahn-Kreis,Rheinland-Pfalz,DEB1A,DEB1,DEB
453738,Bad Emstal,34308,Landkreis Kassel,Hessen,DEB33,DEB3,DEB
62340,Baden-Baden,76530,,Baden-Württemberg,#NV,#NV,#NV
62340,Baden-Baden,76532,,Baden-Württemberg,#NV,#NV,#NV
62340,Baden-Baden,76534,,Baden-Württemberg,#NV,#NV,#NV
225491,Bad Endbach,35080,Landkreis Marburg-Biedenkopf,Hessen,DEB33,DEB3,DEB
532398,Badendorf,23619,Kreis Stormarn,Schleswig-Holstein,DEA14,DEA1,DEA
2186912,Bad Endorf,83093,Landkreis Rosenheim,Bayern,DEB33,DEB3,DEB
1182320,Badenhard,56291,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,DEB1D,DEB1,DEB
1245782,Badenheim,55576,Landkreis Mainz-Bingen,Rheinland-Pfalz,DEB33,DEB3,DEB
311915,Badenweiler,79410,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg,DEB33,DEB3,DEB
1819247,Bad Essen,49152,Landkreis Osnabrück,Niedersachsen,DEB33,DEB3,DEB
1808964,Bad Fallingbostel,29683,Landkreis Heidekreis,Niedersachsen,DEB33,DEB3,DEB
2186913,Bad Feilnbach,83075,Landkreis Rosenheim,Bayern,DEB33,DEB3,DEB
2388467,Bad Frankenhausen/Kyffhäuser,6567,Kyffhäuserkreis,Thüringen,DEG0A,DEG0,DEG
1332952,Bad Freienwalde (Oder),16259,Landkreis Märkisch-Oderland,Brandenburg,DEB33,DEB3,DEB
409716,Bad Friedrichshall,74177,Landkreis Heilbronn,Baden-Württemberg,DEB33,DEB3,DEB
958089,Bad Füssing,94072,Landkreis Passau,Bayern,DEB33,DEB3,DEB
163003,Bad Gandersheim,37581,Landkreis Northeim,Niedersachsen,DEB33,DEB3,DEB
534518,Bad Gottleuba-Berggießhübel,1816,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,DEB33,DEB3,DEB
958091,Bad Griesbach i.Rottal,94086,Landkreis Passau,Bayern,DEB33,DEB3,DEB
958686,Bad Grönenbach,87730,Landkreis Unterallgäu,Bayern,DEB33,DEB3,DEB
1416141,Bad Grund,37539,Landkreis Göttingen,Niedersachsen,DEB33,DEB3,DEB
1421451,Bad Harzburg,38667,Landkreis Goslar,Niedersachsen,DEB33,DEB3,DEB
935232,Bad Heilbrunn,83670,Landkreis Bad Tölz-Wolfratshausen,Bayern,DEB33,DEB3,DEB
309849,Bad Herrenalb,76332,Landkreis Calw,Baden-Württemberg,DEB33,DEB3,DEB
275075,Bad Hersfeld,36251,Landkreis Hersfeld-Rotenburg,Hessen,DEB33,DEB3,DEB
958126,Bad Hindelang,87541,Landkreis Oberallgäu,Bayern,DEB33,DEB3,DEB
338875,Bad Homburg vor der Höhe,61348,Hochtaunuskreis,Hessen,DE718,DE71,DE7
338875,Bad Homburg vor der Höhe,61350,Hochtaunuskreis,Hessen,DE718,DE71,DE7
338875,Bad Homburg vor der Höhe,61352,Hochtaunuskreis,Hessen,DE718,DE71,DE7
173112,Bad Honnef,53604,Rhein-Sieg-Kreis,Nordrhein-Westfalen,DEA2C,DEA2,DEA
444290,Bad Hönningen,53547,Landkreis Neuwied,Rheinland-Pfalz,DEB33,DEB3,DEB
444290,Bad Hönningen,53557,Landkreis Neuwied,Rheinland-Pfalz,DEB33,DEB3,DEB
