osm_id,place,plz,landkreis,bundesland,nuts3,nuts2,nuts1
1322843,Kolkwitz,3099,Landkreis Spree-Neiße,Brandenburg,DEB33,DEB3,DEB
2410096,Kölleda,99625,Landkreis Sömmerda,Thüringen,DEB33,DEB3,DEB
543124,Kollig,56751,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
447190,Kollmar,25377,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
453328,Kollmoor,25524,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
959176,Kollnburg,94262,Landkreis Regen,Bayern,DEB33,DEB3,DEB
443949,Kölln-Reisiek,25337,Kreis Pinneberg,Schleswig-Holstein,DEA14,DEA1,DEA
1469081,Kollow,21527,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
1253796,Kollweiler,66879,Landkreis Kaiserslautern,Rheinland-Pfalz,DEB33,DEB3,DEB
62578,Köln,50667,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50668,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50670,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50672,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50674,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50676,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50677,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50678,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50679,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50733,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50735,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50737,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50739,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50765,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50767,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50769,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50823,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50825,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50827,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50829,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50858,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50859,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50931,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50933,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50935,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50937,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50939,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50968,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50969,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50996,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50997,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,50999,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51061,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51063,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51065,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51067,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51069,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51103,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51105,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51107,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51109,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51143,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51145,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51147,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51149,,Nordrhein-Westfalen,#NV,#NV,#NV
62578,Köln,51467,,Nordrhein-Westfalen,#NV,#NV,#NV
1075150,Kolverath,56767,Landkreis Vulkaneifel,Rheinland-Pfalz,DEB33,DEB3,DEB
1258356,Kommen,54472,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,DEB33,DEB3,DEB
2792776,Köngen,73257,Landkreis Esslingen,Baden-Württemberg,DEB33,DEB3,DEB
1245831,Köngernheim,55278,Landkreis Mainz-Bingen,Rheinland-Pfalz,DEB33,DEB3,DEB
401804,Königheim,97953,Main-Tauber-Kreis,Baden-Württemberg,DE11B,DE11,DE1
1244111,Königsau,55606,Landkreis Bad Kreuznach,Rheinland-Pfalz,DEB33,DEB3,DEB
63058,Königsbach-Stein,75203,Enzkreis,Baden-Württemberg,DE12B,DE12,DE1
388845,Königsberg in Bayern,97486,Landkreis Haßberge,Bayern,DEB33,DEB3,DEB
2792008,Königsbronn,89551,Landkreis Heidenheim,Baden-Württemberg,DEB33,DEB3,DEB
913783,Königsbrück,1936,Landkreis Bautzen,Sachsen,DEB33,DEB3,DEB
935170,Königsbrunn,86343,Landkreis Augsburg,Bayern,DEB33,DEB3,DEB
935160,Königsdorf,82549,Landkreis Bad Tölz-Wolfratshausen,Bayern,DEB33,DEB3,DEB
2666083,Königsee,7426,Landkreis Saalfeld-Rudolstadt,Thüringen,DEB33,DEB3,DEB
2808133,Königseggwald,88376,Landkreis Ravensburg,Baden-Württemberg,DEB33,DEB3,DEB
414700,Königsfeld,9306,Landkreis Mittelsachsen,Sachsen,DEB33,DEB3,DEB
1050576,Königsfeld,53426,Landkreis Ahrweiler,Rheinland-Pfalz,DEB33,DEB3,DEB
1077548,Königsfeld,96167,Landkreis Bamberg,Bayern,DEB33,DEB3,DEB
1444873,Königsfeld,19217,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1242297,Königsfeld im Schwarzwald,78126,Schwarzwald-Baar-Kreis,Baden-Württemberg,DE136,DE13,DE1
1311108,Königshain,2829,Landkreis Görlitz,Sachsen,DEB33,DEB3,DEB
414484,Königshain-Wiederau,9306,Landkreis Mittelsachsen,Sachsen,DEB33,DEB3,DEB
1231970,Königsheim,78598,Landkreis Tuttlingen,Baden-Württemberg,DEB33,DEB3,DEB
556653,Königshügel,24799,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
1446661,Königslutter am Elm,38154,Landkreis Helmstedt,Niedersachsen,DEB33,DEB3,DEB
335195,Königsmoor,21255,Landkreis Harburg,Niedersachsen,DEB33,DEB3,DEB
943730,Königsmoos,86669,Landkreis Neuburg-Schrobenhausen,Bayern,DEB33,DEB3,DEB
418253,Königstein,61462,Hochtaunuskreis,Hessen,DE718,DE71,DE7
534526,Königstein,1824,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,DEB33,DEB3,DEB
1028542,Königstein,92281,Landkreis Amberg-Sulzbach,Bayern,DEB33,DEB3,DEB
536632,Königswalde,9471,Erzgebirgskreis,Sachsen,DED42,DED4,DED
1307708,Königswartha - Rakecy,2699,Landkreis Bautzen,Sachsen,DEB33,DEB3,DEB
173113,Königswinter,53639,Rhein-Sieg-Kreis,Nordrhein-Westfalen,DEA2C,DEA2,DEA
55777,Königs Wusterhausen,15711,Landkreis Dahme-Spreewald,Brandenburg,DEB33,DEB3,DEB
55777,Königs Wusterhausen,15712,Landkreis Dahme-Spreewald,Brandenburg,DEB33,DEB3,DEB
55777,Königs Wusterhausen,15713,Landkreis Dahme-Spreewald,Brandenburg,DEB33,DEB3,DEB
1246585,Konken,66871,Landkreis Kusel,Rheinland-Pfalz,DEB33,DEB3,DEB
390045,Könnern,6420,Salzlandkreis,Sachsen-Anhalt,DEE0C,DEE0,DEE
968896,Konnersreuth,95692,Landkreis Tirschenreuth,Bayern,DEB33,DEB3,DEB
568493,Konradsreuth,95176,Landkreis Hof,Bayern,DEB33,DEB3,DEB
2784842,Konstanz,78462,Landkreis Konstanz,Baden-Württemberg,DEB33,DEB3,DEB
2784842,Konstanz,78464,Landkreis Konstanz,Baden-Württemberg,DEB33,DEB3,DEB
2784842,Konstanz,78465,Landkreis Konstanz,Baden-Württemberg,DEB33,DEB3,DEB
2784842,Konstanz,78467,Landkreis Konstanz,Baden-Württemberg,DEB33,DEB3,DEB
1255968,Konz,54329,Landkreis Trier-Saarburg,Rheinland-Pfalz,DEB33,DEB3,DEB
959636,Konzell,94357,Landkreis Straubing-Bogen,Bayern,DEB33,DEB3,DEB
1074558,Kopp,54574,Landkreis Vulkaneifel,Rheinland-Pfalz,DEB33,DEB3,DEB
401698,Korb,71404,Rems-Murr-Kreis,Baden-Württemberg,DE116,DE11,DE1
198578,Korbach,34497,Landkreis Waldeck-Frankenberg,Hessen,DEB33,DEB3,DEB
198578,Korbach,34513,Landkreis Waldeck-Frankenberg,Hessen,DEB33,DEB3,DEB
1246586,Körborn,66871,Landkreis Kusel,Rheinland-Pfalz,DEB33,DEB3,DEB
2531760,Korbußen,7554,Landkreis Greiz,Thüringen,DEB33,DEB3,DEB
1255895,Kordel,54306,Landkreis Trier-Saarburg,Rheinland-Pfalz,DEB33,DEB3,DEB
539706,Kördorf,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz,DEB1A,DEB1,DEB
452210,Körle,34327,Schwalm-Eder-Kreis,Hessen,DE735,DE73,DE7
1256952,Korlingen,54317,Landkreis Trier-Saarburg,Rheinland-Pfalz,DEB33,DEB3,DEB
1267867,Körner,99998,Unstrut-Hainich-Kreis,Thüringen,DEG09,DEG0,DEG
405811,Korntal-Münchingen,70825,Landkreis Ludwigsburg,Baden-Württemberg,DEB33,DEB3,DEB
405293,Kornwestheim,70806,Landkreis Ludwigsburg,Baden-Württemberg,DEB33,DEB3,DEB
1171873,Körperich,54675,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
168487,Korschenbroich,41352,Rhein-Kreis Neuss,Nordrhein-Westfalen,DEA1D,DEA1,DEA
1433087,Korswandt,17419,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1204713,Korweiler,56288,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,DEB1D,DEB1,DEB
943540,Kösching,85092,Landkreis Eichstätt,Bayern,DEB33,DEB3,DEB
557145,Kosel,24354,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
1433089,Koserow,17459,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
2179174,Kospoda,7806,Saale-Orla-Kreis,Thüringen,DEG0K,DEG0,DEG
958100,Kößlarn,94149,Landkreis Passau,Bayern,DEB33,DEB3,DEB
454198,Köthel,22929,Kreis Stormarn,Schleswig-Holstein,DEA14,DEA1,DEA
1465975,Köthel,22929,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
2090553,Köthen (Anhalt),6366,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt,DEB33,DEB3,DEB
2090553,Köthen (Anhalt),6369,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt,DEB33,DEB3,DEB
2090553,Köthen (Anhalt),6388,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt,DEB33,DEB3,DEB
1060438,Kottenborn,53518,Landkreis Ahrweiler,Rheinland-Pfalz,DEB33,DEB3,DEB
548046,Kottenheim,56736,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
1075139,Kötterichen,56767,Landkreis Vulkaneifel,Rheinland-Pfalz,DEB33,DEB3,DEB
933545,Kottgeisering,82288,Landkreis Fürstenfeldbruck,Bayern,DEB33,DEB3,DEB
2754880,Kottmar,2708,Landkreis Görlitz,Sachsen,DEB33,DEB3,DEB
2754880,Kottmar,2739,Landkreis Görlitz,Sachsen,DEB33,DEB3,DEB
1253802,Kottweiler-Schwanden,66879,Landkreis Kaiserslautern,Rheinland-Pfalz,DEB33,DEB3,DEB
964463,Kötz,89359,Landkreis Günzburg,Bayern,DEB33,DEB3,DEB
1333695,Kotzen,14715,Landkreis Havelland,Brandenburg,DEB33,DEB3,DEB
1402693,Kotzenbüll,25832,Kreis Nordfriesland,Schleswig-Holstein,DEA14,DEA1,DEA
1260240,Köwerich,54340,Landkreis Trier-Saarburg,Rheinland-Pfalz,DEB33,DEB3,DEB
1171857,Koxhausen,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
418136,Kraam,57635,Landkreis Altenkirchen,Rheinland-Pfalz,DEB33,DEB3,DEB
1407736,Krackow,17322,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1407736,Krackow,17328,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1407736,Krackow,17329,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
970122,Kradenbach,54552,Landkreis Vulkaneifel,Rheinland-Pfalz,DEB33,DEB3,DEB
448112,Kraftisried,87647,Landkreis Ostallgäu,Bayern,DEB33,DEB3,DEB
2787179,Kraftsdorf,7586,Landkreis Greiz,Thüringen,DEB33,DEB3,DEB
1250986,Krähenberg,66894,Landkreis Südwestpfalz,Rheinland-Pfalz,DEB33,DEB3,DEB
941066,Kraiburg,84559,Landkreis Mühldorf am Inn,Bayern,DEB33,DEB3,DEB
659843,Kraichtal,76703,Landkreis Karlsruhe,Baden-Württemberg,DEB33,DEB3,DEB
932431,Krailling,82152,Landkreis Starnberg,Bayern,DEB33,DEB3,DEB
932431,Krailling,82349,Landkreis Starnberg,Bayern,DEB33,DEB3,DEB
1964778,Krakow am See,18292,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
371492,Kramerhof,18445,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
167957,Kranenburg,47559,Kreis Kleve,Nordrhein-Westfalen,DEA14,DEA1,DEA
445731,Kranenburg,21726,Landkreis Stade,Niedersachsen,DEB33,DEB3,DEB
2857004,Kranichfeld,99448,Landkreis Weimarer Land,Thüringen,DEB33,DEB3,DEB
30010,Kranzberg,85402,Landkreis Freising,Bayern,DEB33,DEB3,DEB
1419601,Kratzeburg,17237,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1182302,Kratzenburg,56283,Rhein-Hunsrück-Kreis,Rheinland-Pfalz,DEB1D,DEB1,DEB
2805975,Krauchenwies,72505,Landkreis Sigmaringen,Baden-Württemberg,DEB33,DEB3,DEB
1311127,Krauschwitz - Krušwica,2957,Landkreis Görlitz,Sachsen,DEB33,DEB3,DEB
1389279,Krausnick-Groß Wasserburg,15910,Landkreis Dahme-Spreewald,Brandenburg,DEB33,DEB3,DEB
1268971,Krauthausen,99819,Wartburgkreis,Thüringen,DEG0P,DEG0,DEG
376875,Krautheim,74238,Hohenlohekreis,Baden-Württemberg,DE119,DE11,DE1
1113731,Krautscheid,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
3409926,Krayenberggemeinde,36460,Wartburgkreis,Thüringen,DEG0P,DEG0,DEG
1311119,Kreba-Neudorf - Chrjebja-Nowa Wjes,2906,Landkreis Görlitz,Sachsen,DEB33,DEB3,DEB
1399099,Krebeck,37434,Landkreis Göttingen,Niedersachsen,DEB33,DEB3,DEB
62748,Krefeld,47798,,Nordrhein-Westfalen,#NV,#NV,#NV
62748,Krefeld,47799,,Nordrhein-Westfalen,#NV,#NV,#NV
62748,Krefeld,47800,,Nordrhein-Westfalen,#NV,#NV,#NV
62748,Krefeld,47802,,Nordrhein-Westfalen,#NV,#NV,#NV
62748,Krefeld,47803,,Nordrhein-Westfalen,#NV,#NV,#NV
62748,Krefeld,47804,,Nordrhein-Westfalen,#NV,#NV,#NV
62748,Krefeld,47805,,Nordrhein-Westfalen,#NV,#NV,#NV
62748,Krefeld,47807,,Nordrhein-Westfalen,#NV,#NV,#NV
62748,Krefeld,47809,,Nordrhein-Westfalen,#NV,#NV,#NV
62748,Krefeld,47829,,Nordrhein-Westfalen,#NV,#NV,#NV
62748,Krefeld,47839,,Nordrhein-Westfalen,#NV,#NV,#NV
449880,Kreien,19386,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1246673,Kreimbach-Kaulbach,67757,Landkreis Kusel,Rheinland-Pfalz,DEB33,DEB3,DEB
455482,Kreischa,1731,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen,DEB33,DEB3,DEB
1444917,Krembz,19205,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1303471,Kremitzaue,4916,Landkreis Elbe-Elster,Brandenburg,DEB33,DEB3,DEB
1303471,Kremitzaue,4936,Landkreis Elbe-Elster,Brandenburg,DEB33,DEB3,DEB
1310104,Kremmen,16766,Landkreis Oberhavel,Brandenburg,DEB33,DEB3,DEB
1451599,Kremmin,19300,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
447198,Krempdorf,25361,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
447198,Krempdorf,25376,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
447314,Krempe,25361,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
952215,Krempel,25774,Kreis Dithmarschen,Schleswig-Holstein,DEA14,DEA1,DEA
447348,Kremperheide,25569,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
447347,Krempermoor,25569,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
442919,Krems II,23827,Kreis Segeberg,Schleswig-Holstein,DEA14,DEA1,DEA
390788,Kreßberg,74594,Landkreis Schwäbisch Hall,Baden-Württemberg,DEB33,DEB3,DEB
2783738,Kressbronn am Bodensee,88079,Bodenseekreis,Baden-Württemberg,DE147,DE14,DE1
544321,Kretz,56630,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
2404547,Kretzschau,6712,Burgenlandkreis,Sachsen-Anhalt,DEE08,DEE0,DEE
935952,Kreuth,83708,Landkreis Miesbach,Bayern,DEB33,DEB3,DEB
163314,Kreuzau,52372,Kreis Düren,Nordrhein-Westfalen,DEA14,DEA1,DEA
163254,Kreuztal,57223,Kreis Siegen-Wittgenstein,Nordrhein-Westfalen,DEA14,DEA1,DEA
336534,Kreuzwertheim,97892,Landkreis Main-Spessart,Bayern,DEB33,DEB3,DEB
1186688,Krickenbach,67706,Landkreis Kaiserslautern,Rheinland-Pfalz,DEB33,DEB3,DEB
2778479,Kriebitzsch,4617,Landkreis Altenburger Land,Thüringen,DEB33,DEB3,DEB
403127,Kriebstein,9648,Landkreis Mittelsachsen,Sachsen,DEB33,DEB3,DEB
1254057,Kriegsfeld,67819,Donnersbergkreis,Rheinland-Pfalz,DEB3D,DEB3,DEB
1432553,Krien,17391,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1427903,Kriesow,17091,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
414746,Kriftel,65830,Main-Taunus-Kreis,Hessen,DE71A,DE71,DE7
394344,Kritzmow,18198,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
449882,Kritzow,19386,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
553542,Krogaspe,24644,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
251070,Krokau,24217,Kreis Plön,Schleswig-Holstein,DEA14,DEA1,DEA
2179175,Krölpa,7387,Saale-Orla-Kreis,Thüringen,DEG0K,DEG0,DEG
534002,Krombach,63829,Landkreis Aschaffenburg,Bayern,DEB33,DEB3,DEB
2813121,Krombach,37308,Landkreis Eichsfeld,Thüringen,DEB33,DEB3,DEB
1021756,Kronach,96317,Landkreis Kronach,Bayern,DEB33,DEB3,DEB
659805,Kronau,76709,Landkreis Karlsruhe,Baden-Württemberg,DEB33,DEB3,DEB
418112,Kronberg,61476,Hochtaunuskreis,Hessen,DE718,DE71,DE7
958689,Kronburg,87758,Landkreis Unterallgäu,Bayern,DEB33,DEB3,DEB
191351,Kröning,84178,Landkreis Landshut,Bayern,DEB33,DEB3,DEB
935302,Kronprinzenkoog,25709,Kreis Dithmarschen,Schleswig-Holstein,DEA14,DEA1,DEA
1145088,Kronsgaard,24395,Kreis Schleswig-Flensburg,Schleswig-Holstein,DEA14,DEA1,DEA
554770,Kronshagen,24119,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
450521,Kronsmoor,25597,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
1244315,Kronweiler,55767,Landkreis Birkenfeld,Rheinland-Pfalz,DEB33,DEB3,DEB
394329,Kröpelin,18236,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1187306,Kropp,24848,Kreis Schleswig-Flensburg,Schleswig-Holstein,DEA14,DEA1,DEA
453162,Kroppach,57612,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
158674,Kröppelshagen-Fahrendorf,21039,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
158674,Kröppelshagen-Fahrendorf,21529,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
1314283,Kroppen,1945,Landkreis Oberspreewald-Lausitz,Brandenburg,DEB33,DEB3,DEB
1251155,Kröppen,66957,Landkreis Südwestpfalz,Rheinland-Pfalz,DEB33,DEB3,DEB
1286643,Kroppenstedt,39397,Landkreis Börde,Sachsen-Anhalt,DEB33,DEB3,DEB
1432700,Kröslin,17440,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
445990,Krostitz,4509,Landkreis Nordsachsen,Sachsen,DEB33,DEB3,DEB
1246491,Krottelbach,66909,Landkreis Kusel,Rheinland-Pfalz,DEB33,DEB3,DEB
1258632,Kröv,54536,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz,DEB33,DEB3,DEB
1171846,Kruchten,54675,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz,DEB23,DEB2,DEB
1427538,Kruckow,17129,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
544322,Kruft,56642,Landkreis Mayen-Koblenz,Rheinland-Pfalz,DEB33,DEB3,DEB
1410889,Krugsdorf,17309,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1469087,Krukow,21483,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
444105,Krumbach (Schwaben),86381,Landkreis Günzburg,Bayern,DEB33,DEB3,DEB
165897,Krummbek,24217,Kreis Plön,Schleswig-Holstein,DEA14,DEA1,DEA
533586,Krümmel,56244,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
1245099,Krummenau,55483,Landkreis Birkenfeld,Rheinland-Pfalz,DEB33,DEB3,DEB
446466,Krummendeich,21732,Landkreis Stade,Niedersachsen,DEB33,DEB3,DEB
448545,Krummendiek,25554,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
975237,Krummennaab,92703,Landkreis Tirschenreuth,Bayern,DEB33,DEB3,DEB
1463075,Krummesse,23628,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
898636,Krummhörn,26736,Landkreis Aurich,Niedersachsen,DEB33,DEB3,DEB
1432371,Krummin,17440,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
548500,Krummwisch,24796,Kreis Rendsburg-Eckernförde,Schleswig-Holstein,DEA14,DEA1,DEA
418260,Krumstedt,25727,Kreis Dithmarschen,Schleswig-Holstein,DEA14,DEA1,DEA
939340,Krün,82467,Landkreis Garmisch-Partenkirchen,Bayern,DEB33,DEB3,DEB
939340,Krün,82493,Landkreis Garmisch-Partenkirchen,Bayern,DEB33,DEB3,DEB
939340,Krün,82494,Landkreis Garmisch-Partenkirchen,Bayern,DEB33,DEB3,DEB
415006,Krunkel,56593,Landkreis Altenkirchen,Rheinland-Pfalz,DEB33,DEB3,DEB
1432554,Krusenfelde,17391,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1515587,Krusenhagen,23974,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1469079,Krüzen,21483,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
1419912,Kublank,17349,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1309658,Kubschütz - Kubšicy,2627,Landkreis Bautzen,Sachsen,DEB33,DEB3,DEB
1965799,Kuchelmiß,18292,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
2772186,Kuchen,73329,Landkreis Göppingen,Baden-Württemberg,DEB33,DEB3,DEB
2000657,Kuckssee,17217,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1466068,Kuddewörde,22958,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
943943,Kuden,25712,Kreis Dithmarschen,Schleswig-Holstein,DEA14,DEA1,DEA
448013,Kudensee,25572,Kreis Steinburg,Schleswig-Holstein,DEA14,DEA1,DEA
1250427,Kuhardt,76773,Landkreis Germersheim,Rheinland-Pfalz,DEB33,DEB3,DEB
161966,Kühbach,86556,Landkreis Aichach-Friedberg,Bayern,DEB33,DEB3,DEB
2792761,Kühdorf,7980,Landkreis Greiz,Thüringen,DEB33,DEB3,DEB
1285600,Kuhfelde,29416,Altmarkkreis Salzwedel,Sachsen-Anhalt,DEE04,DEE0,DEE
445850,Kühlenthal,86707,Landkreis Augsburg,Bayern,DEB33,DEB3,DEB
449948,Kuhlen-Wendorf,19412,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
394350,Kühlungsborn,18225,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
2828163,Kühndorf,98547,Landkreis Schmalkalden-Meiningen,Thüringen,DEB33,DEB3,DEB
534481,Kuhnhöfen,56244,Westerwaldkreis,Rheinland-Pfalz,DEB1B,DEB1,DEB
310398,Kühren,24211,Kreis Plön,Schleswig-Holstein,DEA14,DEA1,DEA
1976640,Kuhs,18276,Landkreis Rostock,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
1464848,Kühsen,23898,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
1451507,Kuhstorf,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern,DEB33,DEB3,DEB
422748,Kükels,23829,Kreis Segeberg,Schleswig-Holstein,DEA14,DEA1,DEA
2515183,Küllstedt,37359,Landkreis Eichsfeld,Thüringen,DEB33,DEB3,DEB
975286,Kulmain,95508,Landkreis Tirschenreuth,Bayern,DEB33,DEB3,DEB
1022764,Kulmbach,95326,Landkreis Kulmbach,Bayern,DEB33,DEB3,DEB
1022764,Kulmbach,96369,Landkreis Kulmbach,Bayern,DEB33,DEB3,DEB
1470174,Kulpin,23911,Kreis Herzogtum Lauenburg,Schleswig-Holstein,DEA14,DEA1,DEA
